ID,SimplifiedChinese
QUESTS_TIER_5_QUEST_DESCRIPTION_4,"我们现在需要行动 <hero_name>。一旦你登上王座，你就会想起我。不是吗？"""
QUESTS_TIER_5_QUEST_DESCRIPTION_5,真是的。我从没想过活着看到新王登基的这一天。去吧，带上我的祝福。
QUESTS_TIER_5_QUEST_DESCRIPTION_6,你吗？登上王座！呸！对我们乞丐来说什么都一样……但不管怎样，祝你好运。
QUESTS_TIER_5_QUEST_DESCRIPTION_7,"""终于到时候了。阿门罗将从那个暴君手中解放。我希望你别变得跟他一样坏。"""
QUESTS_TIER_5_QUEST_DESCRIPTION_8,你知道，我或许错了。疯狂国王是真的疯了。我相信你会清正廉明地统治阿门罗。
QUESTS_TIER_5_QUEST_DESCRIPTION_9,"""时候到了。当你戴上阿门罗之冕时，能为你效劳将是我的荣幸。"""
QUEST_BANDIT_1_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,解除他的武装——让他看看你为何被选中，而非他。
QUEST_BANDIT_1_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 试图解除这背信者的武装，却是徒劳。最终，我们的英雄被迫在正面交战中将其斩杀。
QUEST_BANDIT_1_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你竭尽全力想解除老友的武装，他却毫不留情地对你猛砍。你知道他绝不会放过你，被迫出手将其斩杀。
QUEST_BANDIT_1_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,但 <hero_name> 不屑取老友性命。只一击便解除了那嫉妒者的武装，他带着耻辱逃进了林中。
QUEST_BANDIT_1_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你麻利一挥，用剑面拍击他的手腕，迅速解除了他的武装。他羞愧地逃走了，包袱也丢在了原地。
QUEST_BANDIT_1_1_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,杀了他。你没空顾念旧情。
QUEST_BANDIT_1_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> 踏步而出，林间掠过一阵寒风。""那我便让你看看，我为何被选中。""战斗在数息之间便已告终。"
QUEST_BANDIT_1_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你们曾为挚友，如今他却已被疯狂的嫉妒扭曲。你出手将他斩杀，离开林间时心中空无一物。
QUEST_BANDIT_1_1_QUESTINFODATA_ENCOUNTERTEXT,"你在森林深处一座林间空地遇见了你最年长的老友。他的剑已出鞘，直指你咽喉。""王座本该是我的！""他冷笑道。"
QUEST_BANDIT_1_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,我们的英雄很快就撞见了他们的老友。他剑已出鞘，准备杀死 <hero_name> 以证明自己更配继承王座。
QUEST_BANDIT_1_1_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name> 刚踏上征途，便从内部燃起了威胁。一位老友向他发起了生死决斗的挑战！
QUEST_BANDIT_1_1_QUESTINFODATA_RUMOURTEXT,看来你的某位老朋友觉得他比你更配坐上王座。最好在出发争王之前，先整顿好你的家族。
QUEST_BANDIT_1_1_QUESTINFODATA_TITLE,家族内讧
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,单枪匹马地冲入奴隶贩子的营地。
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 试图单枪匹马解放所有奴隶。然而这举动愚不可及，只弄得我方英雄身负重伤，被迫逃离。
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你试图证明自己有足够力量夺取王座，却付出了惨重代价。奴隶贩子将你击退，你被迫逃离。
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name> 突袭了营地，不剩一个站着的奴隶贩子。奴隶们获得解放，<hero_name> 的王位之争由此开始。
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你冲过奴隶贩子的营地，掀起一场令人胆寒的死亡旋风。其中一个奴隶甚至要加入你的征程。
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,以部族为后盾发起攻击。
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 召集了强大的强盗大军，一同突袭营地，解放奴隶，涤清了整座山。
QUEST_BANDIT_1_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,有你的强盗们并肩作战，你成功解放了营地。作战双方都有较大伤亡，但你仍然成为了一名英雄。
QUEST_BANDIT_1_2_QUESTINFODATA_ENCOUNTERTEXT,多年来，你的强盗族一直在与<quest_tile>的奴隶贩子作战。现在是证明你配得上阿门罗王座的时候了。
QUEST_BANDIT_1_2_QUESTINFODATA_JOURNALENCOUNTERTEXT,营地驻扎在大山深处，犹如一座高耸的巨石。我们的英雄能看到无数奴隶在鞭打下做着苦工。
QUEST_BANDIT_1_2_QUESTINFODATA_JOURNALRUMOURTEXT,<quest_tile> 的奴隶贩子一直是 <hero_name> 的心腹之患。他们的覆灭将使我们的英雄踏上领袖之路。
QUEST_BANDIT_1_2_QUESTINFODATA_RUMOURTEXT,你要夺王座，就得开始像个领袖一样行事。或许可以先从清理山上那些卑鄙的奴隶贩子开始？
QUEST_BANDIT_1_2_QUESTINFODATA_TITLE,山上之死
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,杀死守卫，然后再杀死男爵。
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,但强盗绝不会退缩！即使寡不敌众，他们仍然奋勇战斗！我们的英雄身负重伤被迫逃离，但仍不失凛凛威风。
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你拔剑迎向男爵的守卫。不幸的是，你技艺不精，被迫逃离，此次行动以失败告终。
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name> 辗转闪躲，守卫如割草般纷纷倒下。男爵便是下一个目标——他空洞的哀求在我们的英雄剑下毫无意义。
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你冲向守卫，须臾之间便将他们尽数斩杀。男爵是下一个目标——不过得先捞一件他的宝贝再说。
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,逃离。当懦夫总比丧命要好。
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,强盗能活多久只能看他们的运气了，我们的英雄知道他们的运气快要耗尽了。他们逃走了，以便来日再战。
QUEST_BANDIT_1_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你斩杀了几名男爵的守卫，勉强逃出陷阱——这趟征程的开局着实狼狈，但至少你还活着。
QUEST_BANDIT_1_3_QUESTINFODATA_ENCOUNTERTEXT,你进入聚落，很快便意识到有关宝藏的传言只是一个诡计——男爵已下令取你性命！
QUEST_BANDIT_1_3_QUESTINFODATA_JOURNALENCOUNTERTEXT,唉，当 <hero_name> 到达时，只发现一个陷阱，是卑鄙的男爵精心设下的！我们的英雄被包围了！
QUEST_BANDIT_1_3_QUESTINFODATA_JOURNALRUMOURTEXT,我们英雄的旅程将从附近一座小镇开始，传闻那里一名奸诈的男爵从其臣民那里搜刮了大量财富。
QUEST_BANDIT_1_3_QUESTINFODATA_RUMOURTEXT,当地一名男爵发现了宝藏，却想据为己有。若你能替他「解放」这件战利品，你的征程将有个不错的开头。
QUEST_BANDIT_1_3_QUESTINFODATA_TITLE,被困的宝藏
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,用你的智力谈判，解救这座农场。
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄试过谈判，但谈话迅速破裂，演变成一场难看的叫骂。<hero_name> 被迫继续前行。
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你试图说服前来争抢的强盗，这座农场不值得他们费心，但谈判迅速破裂。出师不利。
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,我们的英雄的谈判进展顺利，使强盗们相信了付出将超出收获。农民们感激不尽！
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,对手强盗们很快便相信这座农场只是浪费他们的资源。感恩的农民献上一块灵石以示谢意。
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,逼退强盗。
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄赶走了那些强盗，结果却将他们激怒了。农场被点燃了，我们的英雄这场皮洛士式的胜利并不理想。
QUEST_BANDIT_1_4_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你威胁强盗——他们离开了，但离开前顺手点燃了农场。看来奖励是无望了。
QUEST_BANDIT_1_4_QUESTINFODATA_ENCOUNTERTEXT,这座农场确实饱受强盗侵扰——事实上那些强盗是你的恶性竞争对手。他们不可能轻易放弃这笔有利可图的营生。
QUEST_BANDIT_1_4_QUESTINFODATA_JOURNALENCOUNTERTEXT,不巧的是，控制这座农场的强盗不只是对手，而是你所属强盗族的死对头。
QUEST_BANDIT_1_4_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name> 被引到了平原上的一个小农场，一个对手强盗族正在这里制造麻烦。
QUEST_BANDIT_1_4_QUESTINFODATA_RUMOURTEXT,附近的农场遇上了强盗麻烦。你本身就是个强盗，我想你特别适合解决这个问题。
QUEST_BANDIT_1_4_QUESTINFODATA_TITLE,瓜分利益
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,投降，然后一起逃走。
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,唉，我们的英雄的越狱计划很快便被发现了。他们身负重伤、满心羞愧地逃出了监狱。
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你那精妙的计划有一个致命缺陷：你。守卫很快发现了你藏好的开锁工具，你只得放弃越狱。
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name> 戴着镣铐进了监狱，但一根藏好的开锁工具提供了轻松的逃脱手段——对我们英雄和其他人来说都是！
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,夜色降临，你取出藏好的开锁工具，解放了你的朋友们，带领他们走向自由。其中一人甚至要追随你踏上征程！
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,让他们从装有铁条的窗户逃走。
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 爬到了牢窗边，勉强打开一道窄缝——只有寥寥数人能钻过去。这绝非一场漂亮的越狱。
QUEST_BANDIT_1_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你爬到他们的牢窗边，但只有寥寥几人能钻过你割开的窄缝。这绝非一场漂亮的越狱。
QUEST_BANDIT_1_5_QUESTINFODATA_ENCOUNTERTEXT,小镇的监狱相当坚固，有多层楼面和一小队守卫。这可不是件容易的事。
QUEST_BANDIT_1_5_QUESTINFODATA_JOURNALENCOUNTERTEXT,我们的英雄站在这座气势恢宏的建筑前权衡方案。这要么是一场传奇的成功，要么是一场传奇的失败。
QUEST_BANDIT_1_5_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name> 的王位之争首先将他们带往一座小镇，那里有一座大监狱，我们的强盗盟友正被关在里面腐烂。
QUEST_BANDIT_1_5_QUESTINFODATA_RUMOURTEXT,我们几位最忠诚的追随者被当地守卫抓走了。要把他们弄出来，光靠蛮力可不行！
QUEST_BANDIT_1_5_QUESTINFODATA_TITLE,闯入并逃出监狱
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,用你的智力去揭开宝藏。
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 试图搜寻宝藏，但冰冷的雪掩藏了一切，迫使我方英雄在冻伤发作前逃离。
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你试图搜寻任何能找到的线索，但严寒的大山掩藏了一切。你几乎生了冻伤，才被迫下山。
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,凭借机智与锐眼，<hero_name> 很快发现了一条古老的小径，它直通那古老的、已被遗忘的宝藏。
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,凭借你的机智，你很快找到了一条古老的小径，它通向一道窄峡谷。在那里，一只古旧的宝藏箱半埋在雪中。
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,离开大山。
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 很快意识到，如果宝藏至今无人寻得，也许永远无人寻得。于是他们离开了山峰，也算长了见识。
QUEST_BANDIT_1_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你猜想既然至今没人找到宝藏，你肯定也找不到。于是你下了山，觉得自己这么想还挺聪明。
QUEST_BANDIT_1_6_QUESTINFODATA_ENCOUNTERTEXT,你登上山顶，四处寻找宝藏可能被隐藏在哪里的迹象。你的内心深处知道它就在这里。
QUEST_BANDIT_1_6_QUESTINFODATA_JOURNALENCOUNTERTEXT,我们的英雄登上严寒刺骨的山顶，上下四处寻找宝藏的迹象。如果它真的存在的话，那它肯定就在什么地方。
QUEST_BANDIT_1_6_QUESTINFODATA_JOURNALRUMOURTEXT,一直有传言说<quest_tile>藏着宝藏。我们的英雄很快就会知道这些传言是否属实。
QUEST_BANDIT_1_6_QUESTINFODATA_RUMOURTEXT,我建议你阅读一些有关附近丢失宝藏的故事，以免你过度深陷于政治阴谋之中。可能会有帮助！
QUEST_BANDIT_1_6_QUESTINFODATA_TITLE,传奇夺宝
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,走近老獾。依靠你的灵力。
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 走到老獾跟前，但灵力的考验在还没开始之前就已经结束了。它失踪了，从树林里永远地消失了。
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你走近老妪，但遗憾的是，你似乎缺乏灵力。考验失败，老獾消失在一股紫烟之中。
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"""怀尔德之力在你体内很强，""老獾说道。""善加培育，王座或许终归是你的。""她放下灵石，随即消失。"
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,当你靠近老獾时，她察觉到你怀尔德之力很强。她把灵石放在你面前，随即凭空消失。
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,威胁老妪。
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 抽出利剑索要灵石。老獾微微一笑……随即消失，带走了灵石。糟糕。
QUEST_BANDIT_1_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"你抽出你的剑。""灵石在哪里？""你问道。老獾什么也没说——因为她走了；就在你的眼前消失了。哎哟！"
QUEST_BANDIT_1_7_QUESTINFODATA_ENCOUNTERTEXT,你在森林深处找到了老獾，它周围的空气非常奇怪。树木似乎同时向前倾斜了一点，遮蔽了天空。
QUEST_BANDIT_1_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,我们的英雄冒险进入了森林，在一处幽谷发现了老獾。但好像有什么不对劲——树木似乎在低语……
QUEST_BANDIT_1_7_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name> 听说有个老婆婆藏着一块灵石。若有谁被认为配得上，灵石便归他取走。
QUEST_BANDIT_1_7_QUESTINFODATA_RUMOURTEXT,我听说附近的森林里能求得一块灵石……但持有它的老婆婆会考验每个觊觎其光彩的人。
QUEST_BANDIT_1_7_QUESTINFODATA_TITLE,老妪与灵石
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,恳求怀尔德饶你的朋友一命。
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,怀尔德沉默不语，我们的英雄只得斩杀朋友。双方恶斗连连，腐化也由此在<hero_name>体内滋生。
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,怀尔德全然无视你。你的朋友凶狠地朝你挥砍，溃烂的伤口痛入骨髓。你勉力将他斩倒。
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name> 的呼唤得到回应——一团涤净的火焰，将神殿中邪恶的腐化清除。我们英雄的朋友现身，准备施以援手。
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,怀尔德回应了你的呼唤，以烈火净化神殿。你的朋友毫发无伤地现身，准备向你宣誓效忠。
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,帮你的朋友摆脱痛苦。
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 明白腐化一旦扎根便几乎无药可救。他们点燃神殿，一劳永逸地终结了这场疯狂。
QUEST_BANDIT_1_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,实在无计可施——腐化无论藏身何处都必须铲除。你烧毁神殿，杀死了自己的朋友。
QUEST_BANDIT_1_8_QUESTINFODATA_ENCOUNTERTEXT,你发现村庄笼罩在恐惧之中。诊所一片狼藉，是被你的好友摧毁的。你追踪他来到附近的一座神殿。
QUEST_BANDIT_1_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,我们的英雄到达后发现村庄被已堕落的强盗挟持。只有<hero_name>能阻止这场疯狂。
QUEST_BANDIT_1_8_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name> 听说一名忠诚的强盗、一位挚友兼盟友，已被腐化堕落。但也许还来得及拯救他。
QUEST_BANDIT_1_8_QUESTINFODATA_RUMOURTEXT,我们一名忠实的随从遭贝恩祸害。他们正在附近一家诊所，但是快没有时间了……
QUEST_BANDIT_1_8_QUESTINFODATA_TITLE,陷入黑暗
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,寻求好运庇佑。
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄跪在石环之中，却因缺乏与怀尔德的精神联结而定下了命运。这一天不会有任何庇佑降临。
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你跪在石环中努力凝神——但你缺乏与怀尔德沟通所需的灵力。这次经历让你感到虚弱。
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,我们的英雄可以感觉到在石环有种强大的东西在发挥着作用。随后，一件宝藏突然凭空从空气中出现了！
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你跪在石环中，感觉到一股强大的能量在你的体内流淌。就在那里，从稀薄的空气中突然出现了一件宝藏！
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,站在石头阵外祈祷。
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄深知不可贸然闯入古老的灵性遗迹。他们在远处祈求援助，得到了些许庇佑。
QUEST_BANDIT_1_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你与石环保持一定距离，祈求在旅途中碰到好运气。你觉得自己的精神稍有恢复，但也仅此而已。
QUEST_BANDIT_1_9_QUESTINFODATA_ENCOUNTERTEXT,你走近石环，没有发现什么不寻常的事情——只是一些直立的石头，上面覆盖着爬满常春藤的卷须。
QUEST_BANDIT_1_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,<hero_name>仔细观察了石环，没有发现什么异样。石头一片灰暗，上面的诸多刻痕毫无生气。
QUEST_BANDIT_1_9_QUESTINFODATA_JOURNALRUMOURTEXT,我们的英雄听说过一个古老的阿门罗风俗——在附近的石环向古老的德鲁伊祈求好运。
QUEST_BANDIT_1_9_QUESTINFODATA_RUMOURTEXT,你的旅程才刚刚开始，所以，你在开始任何伟大的事业之前，去石环祈求庇佑也是情理之中。
QUEST_BANDIT_1_9_QUESTINFODATA_TITLE,奇迹之阵
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,帮助贸易者移动马车。
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄怎么说也是个机会主义者。可惜他们力气不够，挪不动马车！实在尴尬。
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你决定帮助贸易者，却缺乏挪动他马车所需的力量。至少可以说他很失望。
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,我们的英雄轻松把马车推回路上。贸易者兑现承诺，<hero_name> 很快便得到了一块灵石！
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你嘿咻一声把马车推到坚实的地面。如释重负的贸易者向你展示藏匿点，灵石归你了。
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,威胁贸易者。
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name> 不先拿到预付款绝不帮忙！但贸易者很精明，骗过我们的英雄后，永远逃离了阿门罗。
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你威胁说要打断贸易者的腿，它勉强说出了自己的秘密藏身之处。但是没有灵石！你再也不会见到这名贸易者了。
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,“让开。”
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄无法自行移动马车，但幸运的是，铁匠在那里。他们成功地移走了马车，并得到了公正的奖励。
QUEST_BANDIT_2_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,只需要铁匠将马车往上举一下就能将马车拉出来。贸易者看到需要两份奖励，于是提供了礼物。
